Name,PROVINCE,DISTRICT,COSTITUENCY,DIVISION,LOCATION,SUBLOCATIO,Level,Status,Sponsor,Longitude,Latitude,# Classrooms
JARIBU SANGO ECD,RIFT VALLEY,TRANS NZOIA,CHERANGANY,CHERANGANY,SUWERWA,KAPTUMBO,ECD/PRE-PRIMARY SCHOOL,PUBLIC,COMMUNITY,35.21139,1.04254,
JARIBUNI PRE PRI,COAST,KILIFI,GANZE,GANZE,KAUMA,VINAGONI,ECD/PRE-PRIMARY SCHOOL,PUBLIC,COMMUNITY,39.74167,-3.62025,1
JARIBUNI PRI,COAST,KILIFI,GANZE,GANZE,KAUMA,VINAGONI,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,39.74167,-3.62025,9
JARIBUNI SEC,COAST,KILIFI,GANZE,GANZE,KAUMA,VINAGONI,SECONDARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,39.74243,-3.61854,8
JARIMU ACADEMY ECD,EASTERN,MERU CENTRAL,CENTRAL IMENTI,ABOTHUGUCHI WEST,KIBIRICHIA,KIMBO,ECD/PRE-PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,37.50809,0.09780,2
JARIMU ACADEMY PRI,EASTERN,MERU CENTRAL,CENTRAL IMENTI,ABOTHUGUCHI WEST,KIBIRICHIA,KIMBO,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,37.50809,0.09780,8
JARIMU ANNEX ECD,EASTERN,MERU CENTRAL,NORTH IMENTI,TIMAU,NTIRIMITI,SUBUGA,ECD/PRE-PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,37.48322,0.14331,5
JARMAT GIRLS SEC SCH,NAIROBI,NAIROBI,LANGATA,KIBERA,LANGATA,LANGATA,SECONDARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,36.73431,-1.32725,3
JASA PRE PRI,CENTRAL,THIKA,JUJA,RUIRU,JUJA,KALIMONI,PRE-PRIMARY SCHOOL,PUBLIC,PRIVATE INDIVIDUAL,37.06067,-1.10083,0
JASIPA PRI SCH,NAIROBI,NAIROBI,,EMBAKASI,RUAI,RUAI,PRIMARY SCHOOL,,,36.98709,-1.26645,0
JASIPA PRI SCH,NAIROBI,NAIROBI,,EMBAKASI,RUAI,RUAI,ECD/PRE-PRIMARY SCHOOL,,,36.98709,-1.26645,0
Jasmi ACADEMY NURSERY,CENTRAL,THIKA,JUJA,RUIRU,RUIRU,RUIRU,PRE-PRIMARY SCHOOL,PRIVATE,COMMUNITY,36.93786,-1.14959,2
JASPER ECD,RIFT VALLEY,UASIN GISHU,ELDORET EAST,AINABKOI,KAPSOYA,KAPSOYA,ECD/PRE-PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,35.32324,0.52236,
JAWA ECD,RIFT VALLEY,KERICHO,KIPKELION,LONDIAN,TENDENO,TENDEN,ECD/PRE-PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,35.48380,-0.01550,
JAWANGA JUNIOR ACADEMY ECD,RIFT VALLEY,NAKURU,MOLO,NJORO,NJORO,MUKUNGUGU,ECD/PRE-PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,35.99661,-0.37487,
JAWIN JNR SCH ECD,NAIROBI,NAIROBI,EMBAKASI,EMBAKASI,KARIOBANGI,KARIOBANGI SOUTH,ECD/PRE-PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,36.89253,-1.31573,4
JAWIN JNR SCH PRI,NAIROBI,NAIROBI,EMBAKASI,EMBAKASI,MUKURU KWA NJENGA,MUKURU KWA NJENGA,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,36.89253,-1.31573,0
JAYSAM NUSERY SCHOOL,CENTRAL,KIAMBU,,KIKUYU,KABETE,LOWER KABETE,ECD/PRE-PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,36.71929,-1.23359,0
JB SERUT SEC SCH,WESTERN,MT ELGON,MT ELGON,KAPTAMA,KABOYWO,KABOYWO,SECONDARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,34.78164,0.91900,2
JCC EDUCATIONAL COMPLEX HIGH SCH,COAST,MOMBASA MUNICIPALITY,KISAUNI,KISAUNI,BAMBURI,MWEMBE LEGEZA,SECONDARY SCHOOL,PRIVATE,RELIGIOUS ORGANIZATION,39.72037,-3.99331,4
JCC EDUCATIONAL COMPLEX NUR SCH,COAST,MOMBASA MUNICIPALITY,KISAUNI,KISAUNI,BAMBURI,MWEMBE LEGEZA,ECD/PRE-PRIMARY SCHOOL,PRIVATE,RELIGIOUS ORGANIZATION,39.72037,-3.99331,3
JCC EDUCATIONAL COMPLEX PRI SCH,COAST,MOMBASA MUNICIPALITY,KISAUNI,KISAUNI,KISAUNI,MWEMBE LEGEZA,PRIMARY SCHOOL,PRIVATE,RELIGIOUS ORGANIZATION,39.72037,-3.99331,13
JCC JUNIOR ACADEMY ECD,COAST,MOMBASA MUNICIPALITY,LIKONI,LIKONI,LIKONI,TIMBWANI,ECD/PRE-PRIMARY SCHOOL,PRIVATE,RELIGIOUS ORGANIZATION,39.65110,-4.09053,3
JCC JUNIOR ACADEMY PRY,COAST,MOMBASA MUNICIPALITY,LIKONI,LIKONI,LIKONI,TIMBWANI,PRIMARY SCHOOL,PRIVATE,RELIGIOUS ORGANIZATION,39.65110,-4.09053,3
JCF KARIMAKOGE PRE-PRI SCH,CENTRAL,THIKA,MARAGUA,KAKUZI,KAKUZI,KIRIMIRI,PRE-PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,37.26931,-0.89906,1
JEAN CORNEL NURSERY,CENTRAL,KIAMBU,LIMURU,LIMURU,RIRONI,RIRONI,ECD/PRE-PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,36.62156,-1.15578,1
JEAN-CORNEL PRI,CENTRAL,KIAMBU,LIMURU,LIMURU,RIRONI,RIRONI,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,36.62156,-1.15578,5
JEBEL MARRA PRI SCH,RIFT VALLEY,TURKANA,TURKANA NORTH,KAKUMA,KAKUMA,NADAPAL,PRIMARY SCHOOL,PRIVATE,NGO/CBO,34.84325,3.73167,
JEBLEBUK ECD,WESTERN,VIHIGA,HAMISI,TIRIKI WEST,GISAMBAI,GALONA,ECD/PRE-PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,34.76939,0.04779,1
JEBLEBUK PRY  SCH,WESTERN,VIHIGA,HAMISI,TIRIKI WEST,GISAMBAI,GALONA,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,34.76939,0.04779,8
JEBORENI BAHAI FAITH ECD,WESTERN,VIHIGA,HAMISI,TIRIKI WEST,GISAMBAI,GALONA,ECD/PRE-PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,34.77576,0.04744,0
JEBROK MUSLIM ECD,WESTERN,VIHIGA,HAMISI,TIRIKI WEST,JEPKOYAI,KAPCHEMUGUNG,ECD/PRE-PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,34.75677,0.01740,1
JEBROK PREMIER ACADEMY ECD,WESTERN,VIHIGA,,TIRIKI WEST,JEPKOYAI,KAPCHEMUGUNG,ECD/PRE-PRIMARY SCHOOL,,,34.76012,0.02066,0
JEBROK PREMIER ACADEMY PRY SCH,WESTERN,VIHIGA,,TIRIKI WEST,JEPKOYAI,KAPCHEMUGUNG,PRIMARY SCHOOL,,,34.76012,0.02066,0
JEBRONGO ECD,WESTERN,VIHIGA,HAMISI,TIRIKI WEST,GISAMBAI,GAVUDUNYI,ECD/PRE-PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,34.78613,0.07543,1
JEBRONGO PRY SCH,WESTERN,VIHIGA,HAMISI,TIRIKI WEST,GISAMBAI,GAVUDUNYI,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,34.78613,0.07543,8
JEC NEW SEED DAY CARE ECD,EASTERN,MERU CENTRAL,IMENTI WEST,MIRIGA MIERU EAST,MUNICIPALITY,KAAGA1,ECD/PRE-PRIMARY SCHOOL,PRIVATE,LOCAL GOVERNMENT AUTHORITY,37.64103,0.06230,3
JECA COMMUNITY CENTRE ECD,RIFT VALLEY,NAKURU,NAKURU TOWN,NAKURU MUNI.,LANET,LANET,ECD/PRE-PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,36.04802,-0.29871,
JECET ACADEMY ECD,RIFT VALLEY,UASIN GISHU,ELDORET SOUTH,KAPSARET,PIONEER,LANGAS,ECD/PRE-PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,35.25566,0.49284,
JECET ACADEMY PRI,RIFT VALLEY,UASIN GISHU,ELDORET SOUTH,KAPSARET,PIONEER,LANGAS,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,35.25566,0.49284,
JECY ACADEMY  PRI SCH,CENTRAL,THIKA,JUJA,RUIRU,GITHURAI,KIUU,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,36.96153,-1.19902,8
JECY ACADEMY ECD,CENTRAL,THIKA,JUJA,RUIRU,GITHURAI,KIUU,PRE-PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,36.96153,-1.19902,1
JEDALI JUNIOR SCH NUR,COAST,MOMBASA MUNICIPALITY,KISAUNI,KISAUNI,KISAUNI,FRERETOWN,ECD/PRE-PRIMARY SCHOOL,PRIVATE,RELIGIOUS ORGANIZATION,39.69592,-4.02240,5
JEDAS CENTRE ECD,CENTRAL,NYANDARUA,,OL JORO OROK,GATIMU,GATIMU,,,,36.36429,0.01620,0
JEDDA STAR ECD,WESTERN,LUGARI,LUGARI,LUGARI,LUGARI,LUGARI,ECD/PRE-PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,34.91738,0.65893,2
JEDDY VISION ECD,CENTRAL,KIAMBU,,KIKUYU,KINOO,KINOO,ECD/PRE-PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,36.69375,-1.25096,0
JEDDY VISION PRIMARY,CENTRAL,KIAMBU,,KIKUYU,KINOO,KINOO,ECD/PRE-PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,36.69375,-1.25096,0
JEDIEL KIRAITHE ACADEMY ECD,EASTERN,MERU SOUTH,NITHI,MWIMBI,MAARA,KIROO,ECD/PRE-PRIMARY SCHOOL,PRIVATE,RELIGIOUS ORGANIZATION,37.72094,-0.22229,2
JEDIEL KIRATHE ACADEMY,EASTERN,MERU SOUTH,NITHI,MWIMBI,MAARA,KIROO,PRIMARY SCHOOL,PRIVATE,RELIGIOUS ORGANIZATION,37.72094,-0.22229,8
JEDIPAH ACADEMY,CENTRAL,KIAMBU,GITHUNGURI,GITHUNGURI,GITHIGA,GATHANGARI,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,36.72253,-1.06311,8
JEDIPAH ECD,CENTRAL,KIAMBU,GITHUNGURI,GITHUNGURI,GITHIGA,GATHANGARI,ECD/PRE-PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,36.72253,-1.06311,2
JEFFREYS ISLAMIC ACADEMY - ECD,NAIROBI,NAIROBI,,WESTLANDS,LAVINGTON,MAZIWA,ECD/PRE-PRIMARY SCHOOL,,,36.76735,-1.27329,0
JEFFREYS ISLAMIC ACADEMY - PRI,NAIROBI,NAIROBI,,WESTLANDS,LAVINGTON,MAZIWA,PRIMARY SCHOOL,,,36.76735,-1.27329,0
JEFFREYS ISLAMIC ACADEMY - SEC,NAIROBI,NAIROBI,,WESTLANDS,LAVINGTON,MAZIWA,SECONDARY SCHOOL,,,36.76735,-1.27329,0
JEGO ECD,COAST,KWALE,MSAMBWENI,LUNGA LUNGA,VANGA,JEGO,ECD/PRE-PRIMARY SCHOOL,PUBLIC,COMMUNITY,39.18693,-4.64376,1
JEGO PRY SCH,COAST,KWALE,MSAMBWENI,LUNGA LUNGA,VANGA,JEGO,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,39.18693,-4.64376,12
JEHACA ACADEMY - ECD,NAIROBI,NAIROBI,,KASARANI,KASARANI,MWIKI,ECD/PRE-PRIMARY SCHOOL,,,36.92802,-1.23360,0
JEHACA ACADEMY - PRI,NAIROBI,NAIROBI,KASARANI,KASARANI,KASARANI,MWIKI,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,36.92802,-1.23360,8
JEHOVA JIRE ACADEMY ECD,RIFT VALLEY,NAKURU,MOLO,NJORO,NGATA,NJORO,ECD/PRE-PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,35.94023,-0.32274,
JEHOVA JIRE ECD SCH,NAIROBI,NAIROBI,EMBAKASI,EMBAKASI,NJIRU,DANDORA,ECD/PRE-PRIMARY SCHOOL,PUBLIC,LOCAL GOVERNMENT AUTHORITY,36.91703,-1.24537,1
JEHOVA JIRE PRI SCH,NAIROBI,NAIROBI,EMBAKASI,EMBAKASI,NJIRU,DANDORA,PRIMARY SCHOOL,PUBLIC,LOCAL GOVERNMENT AUTHORITY,36.91703,-1.24537,12
JEHOVA JIREH ECD,NAIROBI,NAIROBI,,KASARANI,KARIOBANGI,BABA DOGO,ECD/PRE-PRIMARY SCHOOL,,,36.88429,-1.23566,0
JEHOVA JIREH PRI SCH,NAIROBI,NAIROBI,,KASARANI,KARIOBANGI,BABA DOGO,PRIMARY SCHOOL,,,36.88429,-1.23697,0
JEIENI  JUNIOR PRIM. SCH.,EASTERN,MERU NORTH,TIGANIA WEST,TIGANIA WEST,MITUNTU,MITUNTU,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,37.67675,0.17271,4
JEIENI  JUNIOR SCH. ECD.,EASTERN,MERU NORTH,,TIGANIA WEST,MITUNTU,MITUNTU,ECD/PRE-PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,37.67675,0.17271,1
JELINA JUNIOR ACADEMY ECD,NYANZA,GUCHA,BOMACHOGE,KENYENYA,MAGENCHE,NYAMECHEO,ECD/PRE-PRIMARY SCHOOL,PRIVATE,RELIGIOUS ORGANIZATION,34.72453,-0.92198,1
JELINA JUNIOR ACADEMY PRI,NYANZA,GUCHA,BOMACHOGE,KENYENYA,MAGENCHE,NYAMECHEO,PRIMARY SCHOOL,PRIVATE,RELIGIOUS ORGANIZATION,34.72453,-0.92198,8
JEMAKEN ACADEMY ECD,EASTERN,MERU CENTRAL,NORTH IMENTI,TIMAU,NTIRIMITI,NTIRIMITI,ECD/PRE-PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,37.47354,0.09594,2
JEMAKEN PRI SCH,EASTERN,MERU CENTRAL,NORTH IMENTI,TIMAU,NTIRIMITI,NTIRIMITI,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,37.47354,0.09594,8
JEMEROSE JUNIOR ACADEMY,NAIROBI,NAIROBI,,EMBAKASI,DANDORA,DANDORA 'B',ECD/PRE-PRIMARY SCHOOL,,,36.90258,-1.24178,0
JEMEROSE JUNIOR ACADEMY,NAIROBI,NAIROBI,EMBAKASI,EMBAKASI,DANDORA,DANDORA 'B',PRIMARY SCHOOL,PRIVATE,RELIGIOUS ORGANIZATION,36.90258,-1.24178,8
JEMIS ECD SUBUKIA,RIFT VALLEY,NAKURU,SUBUKIA,MBOGOINI,WASEGES,SUBUKIA WEST,ECD/PRE-PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,36.22724,0.01605,
JEMOVO  PRI. SCH.,WESTERN,VIHIGA,SABATIA,SABATIA,WODANGA,MAMBAI,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,34.78795,0.08492,13
JEMOVO  SEC. SCH.,WESTERN,VIHIGA,SABATIA,SABATIA,WODANGA,MAMBAI,SECONDARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,34.78774,0.08582,0
JEMOVO ECD,WESTERN,VIHIGA,SABATIA,SABATIA,WODANGA,MAMBAI,ECD/PRE-PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,34.78795,0.08492,1
JEMUNADA PRE SCH,RIFT VALLEY,MARAKWET,MARAKWET WEST,KAPCHEROP,CHEBORORWA,KONDABILET,ECD/PRE-PRIMARY SCHOOL,PUBLIC,COMMUNITY,35.44648,0.95174,
JEMUNADA PRI SCH,RIFT VALLEY,MARAKWET,MARAKWET WEST,KAPCHEROP,CHEBORORWA,KONDABILET,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,35.44648,0.95174,
JEMUS ACADEMY SECONDARY,RIFT VALLEY,NAKURU,SUBUKIA,BAHATI,LANET,LANET,SECONDARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,36.18548,-0.23592,
JENA EDUCATIONAL INSTITUTE ECD,RIFT VALLEY,KAJIADO,KAJIADO NORTH,MAGADI,OLKIRAMATIAN,NGURUMAN,ECD/PRE-PRIMARY SCHOOL,PRIVATE,RELIGIOUS ORGANIZATION,36.05926,-1.81068,
JENESIS CHILDREN CENTRE,CENTRAL,KIAMBU,KIAMBAA,KIAMBAA,WAGUTHU,KANUNGA,ECD/PRE-PRIMARY SCHOOL,PUBLIC,PRIVATE INDIVIDUAL,36.80550,-1.16413,1
JENILA NUR SCH,RIFT VALLEY,KERICHO,AINAMOI,AINAMOI,AINAMOI,KIPCHIMCHIM,ECD/PRE-PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,35.25770,-0.33372,
JENILA PRI SCH,RIFT VALLEY,KERICHO,AINAMOI,AINAMOI,AINAMOI,KIPCHIMCHIM,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,35.25770,-0.33372,
JENNIFER ACADEMY ECD,WESTERN,BUNGOMA,BUMULA,BUMULA,MABUSI,KIMATUNI,ECD/PRE-PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,34.46886,0.49073,3
JENNIFER ACADEMY MASUNO,WESTERN,BUNGOMA,BUMULA,BUMULA,MABUSI,KIMATUNI,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,34.46886,0.49073,1
JENNIX SCH COMPLEX-ECD,RIFT VALLEY,KAJIADO,KAJIADO NORTH,NGONG,ONGATA RONGAI,LEMELEPO,ECD/PRE-PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL/ORGANIZATION,36.77362,-1.39529,
JENNIX SCH COMPLEX-PRI,RIFT VALLEY,KAJIADO,KAJIADO NORTH,NGONG,ONGATA RONGAI,LEMELEPO,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL/ORGANIZATION,36.77362,-1.39529,
JEPKIGOI SALVATION ARMY ECD,WESTERN,VIHIGA,HAMISI,TIRIKI WEST,GISAMBAI,GAMOI,ECD/PRE-PRIMARY SCHOOL,PUBLIC,COMMUNITY,34.77860,0.07034,1
JEPKOYAI ECD,WESTERN,VIHIGA,HAMISI,TIRIKI WEST,JEPKOYAI,KAPCHEMUGUNG,ECD/PRE-PRIMARY SCHOOL,PUBLIC,COMMUNITY,34.73384,0.02394,0
JEPKOYAI PRY SCH,WESTERN,VIHIGA,,TIRIKI WEST,JEPKOYAI,KAPCHEMUGUNG,PRIMARY SCHOOL,,,34.73384,0.02394,0
JEPKWON  ECD,WESTERN,VIHIGA,HAMISI,TIRIKI EAST,SHAMAKHOKO,JIVOLOLI,ECD/PRE-PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,34.82882,0.10582,1
JEPSENGENI ECD,WESTERN,VIHIGA,HAMISI,TIRIKI EAST,SHAMAKHOKHO,SENENDE,ECD/PRE-PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,34.80631,0.08978,1
JEPSES ECD,WESTERN,VIHIGA,,TIRIKI WEST,GISAMBAI,GAMOI,ECD/PRE-PRIMARY SCHOOL,,,34.77536,0.06593,0
JEPTAYWA  ECD,WESTERN,VIHIGA,HAMISI,TIRIKI WEST,GISAMBAI,GAVUDUNYI,ECD/PRE-PRIMARY SCHOOL,PUBLIC,COMMUNITY,34.79609,0.08433,1
JEPTEMBU ECD,WESTERN,VIHIGA,HAMISI,TIRIKI WEST,BANJA,KAPSOTIK,ECD/PRE-PRIMARY SCHOOL,PUBLIC,COMMUNITY,34.82287,0.06546,1
JEPTILOL ECD,WESTERN,VIHIGA,HAMISI,TIRIKI WEST,GISAMBAI,GAMOI,ECD/PRE-PRIMARY SCHOOL,PUBLIC,COMMUNITY,34.78347,0.00525,1
JEPTULU  FRIENDS  ECD,WESTERN,VIHIGA,HAMISI,TIRIKI EAST,SHAVIRINGA,JEPTULU,ECD/PRE-PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,34.86123,0.13493,2
JEPTULU  PRIM. SCH.,WESTERN,VIHIGA,HAMISI,TIRIKI EAST,SHAVIRINGA,JEPTULU,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,34.86207,0.13114,15
JEPTULU ECD,WESTERN,VIHIGA,HAMISI,TIRIKI EAST,SHAVIRINGA,JEPTULU,ECD/PRE-PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,34.86207,0.13114,1
JERA ECD,NYANZA,SIAYA,UGENYA,SIHAY,NORTH EAST UGENYA,JERA,ECD/PRE-PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,34.26050,0.28897,1
JERA FAITH ECD,NYANZA,SIAYA,UGENYA,SIHAY,NORTH EAST UGENYA,JERA,ECD/PRE-PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,34.25916,0.28977,1
JERA MIXED SECONDARY,NYANZA,SIAYA,UGENYA,SIHAY,NORTH EAST UGENYA,JERA,SECONDARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,34.26271,0.28881,12
JERA PRIMARY,NYANZA,SIAYA,UGENYA,SIHAY,NORTH EAST UGENYA,JERA,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,34.26050,0.28897,10
JEREMIAH ECD,WESTERN,VIHIGA,EMUHAYA,LUANDA,SOUTH BUNYORE,ESABALU,ECD/PRE-PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,34.57969,0.00432,1
JEREMIAH GITAU ACADEMY ECD,RIFT VALLEY,NAKURU,NAIVASHA,NAIVASHA,LONGONOT,MAI MAHIU,ECD/PRE-PRIMARY SCHOOL,PRIVATE,RELIGIOUS ORGANIZATION,36.57952,-0.97869,
JEREMIAH GITAU ACADEMY PRI,RIFT VALLEY,NAKURU,NAIVASHA,NAIVASHA,LONGONOT,MAI MAHIU,PRIMARY SCHOOL,PRIVATE,RELIGIOUS ORGANIZATION,36.57952,-0.97869,
JEREMIC ADVENTIST NUR SCH.,NAIROBI,NAIROBI,LANGATA,KIBERA,SARA NGOMBE,OLYMPIC,ECD/PRE-PRIMARY SCHOOL,PRIVATE,RELIGIOUS ORGANIZATION,36.77991,-1.30953,3
JEREMIC ADVENTIST PRI. SCH.,NAIROBI,NAIROBI,LANGATA,KIBERA,SARA NGOMBE,OLYMPIC,PRIMARY SCHOOL,PRIVATE,RELIGIOUS ORGANIZATION,36.77991,-1.30953,8
JEREMIC ADVENTIST SEC. SCH.,NAIROBI,NAIROBI,LANGATA,KIBERA,SARA NGOMBE,OLYMPIC,SECONDARY SCHOOL,PRIVATE,RELIGIOUS ORGANIZATION,36.77991,-1.30953,1
JEREMY ACADEMY,CENTRAL,KIAMBU,LIMURU,LIMURU,RIRONI,GATIMU,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,36.64658,-1.15664,10
JEREMY ACADEMY NURSERY,CENTRAL,KIAMBU,LIMURU,LIMURU,RIRONI,GATIMU,ECD/PRE-PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,36.64658,-1.15664,3
JEREMY ACADEMY SPECIAL UNIT,CENTRAL,KIAMBU,LIMURU,LIMURU,RIRONI,GATIMU,NON FORMAL SCHOOL/NON FORMAL EDUCATION CENTRE,PRIVATE,PRIVATE INDIVIDUAL,36.64658,-1.15664,1
JERESA D'LIMA GIRLS SEC SCH,EASTERN,MACHAKOS,KATHIANI,ATHI-RIVER,LUKENYA,MATHATANI,SECONDARY SCHOOL,PRIVATE,RELIGIOUS ORGANIZATION,37.12368,-1.54494,10
JERESULEM TOTO,NYANZA,KISUMU,KISUMU TOWN EAST,WINAM,KOLWA CENTRAL,NYALUNYA,ECD/PRE-PRIMARY SCHOOL,PRIVATE,RELIGIOUS ORGANIZATION,34.81003,-0.07106,
JERICHO BAPTIST CHURCH - ECD,NAIROBI,NAIROBI,,MAKADARA,MAKADARA,HARAMBEE,ECD/PRE-PRIMARY SCHOOL,,,36.86893,-1.28549,0
JERICHO BAPTIST CHURCH -PRI,NAIROBI,NAIROBI,,MAKADARA,MAKADARA,HARAMBEE,PRIMARY SCHOOL,,,36.86893,-1.28549,0
JERICHO ECD,WESTERN,LUGARI,LUGARI,LUGARI,LUGARI,MARAKUSI,ECD/PRE-PRIMARY SCHOOL,PRIVATE,RELIGIOUS ORGANIZATION,34.97118,0.67602,2
JERICHO ECD,COAST,TANA RIVER,GALOLE,GALORE,CHEWANI,HOLA MISSION,ECD/PRE-PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,40.03506,-1.49678,0
JERICHO NURSERY,NYANZA,SUBA,MBITA,MFANGANO,MFANGANO NORTH,WAWARE NORTH,ECD/PRE-PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,34.02915,-0.42079,0
JERICHO VEW ECD,RIFT VALLEY,TRANS NZOIA,SABOTI,CENTRAL - TRANS NZOIA,MUNICIPALITY,BONDENI,ECD/PRE-PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,34.98194,1.03153,
JERIROT PRE-SCHOOL,NORTH EASTERN,GARISSA,DUJIS,CENTRAL - GARISSA,BOUR-ALGI,BOUR-ALGI,ECD/PRE-PRIMARY SCHOOL,PUBLIC,COMMUNITY,39.71066,-0.56030,0
JERIROT PRIMARY,NORTH EASTERN,GARISSA,DUJIS,CENTRAL - GARISSA,BOUR-ALGI,BOUR-ALGI,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,39.71066,-0.56030,0
JERRY KIL PATRICK ECD,RIFT VALLEY,UASIN GISHU,ELDORET SOUTH,KESSES,CHUIYAT,KOISAGAT,ECD/PRE-PRIMARY SCHOOL,PRIVATE,RELIGIOUS ORGANIZATION,35.34036,0.22254,
JERUMBO ACADEMY,CENTRAL,KIRINYAGA,GICHUGU,GICHUGU,KIRIMA,NJUKU,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,37.30863,-0.42847,9
JERUMBO ACADEMY ECD,CENTRAL,KIRINYAGA,GICHUGU,GICHUGU,KIRIMA,NJUKU,ECD/PRE-PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,37.30863,-0.42847,2
JERUSALEM ACAD NUR,EASTERN,MAKUENI,KIBWEZI,MAKINDU,NGUUMO,NDOVOINI,ECD/PRE-PRIMARY SCHOOL,PRIVATE,LOCAL GOVERNMENT AUTHORITY,37.90006,-2.37660,2
JERUSALEM ACADEMY,COAST,KILIFI,KALOLENI,KALOLENI,JIBANA,NYALANI,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,39.64723,-3.81326,0
